,InstituteId,InstituteName,Institution,CourseName,Course,Location,City,BranchCode,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR,AvgCutoffRank,Category-1_min,Category-1_max,Category-2A_min,Category-2A_max,Category-2B_min,Category-2B_max,Category-3A_min,Category-3A_max,Category-3B_min,Category-3B_max,Category-GM_min,Category-GM_max,Category-SC_min,Category-SC_max,Category-ST_min,Category-ST_max
552,E094,Coorg Institute of Technology  Kodagu,Coorg Institute of Technology  Kodagu [E094],Artificial Intelligence And Data Science,Artificial Intelligence And Data Science [AD],"Ponnampet,Kodagu",Kodagu,AD,0,0,0,169596,0,0,0,0,0,155252,0,0,141007,0,0,139177,0,0,158285,0,0,196151,0,0,159911,0,0,169596,169596,0,0,155252,155252,141007,141007,139177,139177,158285,158285,196151,196151
206,E029,Maratha Mandal Engineering College  Belgaum,Maratha Mandal Engineering College  Belgaum [E029],Electronics and Communication Engineering,Electronics and Communication Engineering [EC],"Halbhavi Camp, Belgaum",Belgaum,EC,0,0,0,157817,0,0,142633,0,0,173295,0,0,157378,0,0,142111,0,144641,167613,0,0,195468,0,0,160119,0,0,157817,157817,142633,142633,173295,173295,157378,157378,142111,144641,167613,167613,195468,195468
598,E099,New Horizon College of Engineering  Bangalore,New Horizon College of Engineering  Bangalore [E099],Mechanical Engineering,Mechanical Engineering [ME],"Kadabeesanahalli, Bengaluru",Bengaluru,ME,156127,0,0,191381,0,0,146185,0,0,0,0,0,168539,0,0,124220,0,182278,157523,0,0,160111,0,0,160795,156127,156127,191381,191381,146185,146185,0,0,168539,168539,124220,182278,157523,157523,160111,160111
23,E004,Dr. Ambedkar Institute Of Technology  Bangalore,Dr. Ambedkar Institute Of Technology  Bangalore [E004],Industrial Engineering and Management,Industrial Engineering and Management [IM],"Near Gnana Bharathi, Bengaluru",Bengaluru,IM,0,0,0,149016,0,0,0,0,0,192913,0,0,0,0,0,137543,0,165761,0,0,0,0,0,0,161308,0,0,149016,149016,0,0,192913,192913,0,0,137543,165761,0,0,0,0
1432,E291,"Government Engineering College  Naragund,Gadag","Government Engineering College  Naragund,Gadag [E291]",Artificial Intelligence And Data Science,Artificial Intelligence And Data Science [AD],Gadag,Gadag,AD,157346,0,0,165789,0,194049,192118,0,0,0,0,185561,132102,0,0,121409,126058,137772,143473,167522,193332,182303,0,0,161448,157346,157346,165789,194049,192118,192118,185561,185561,132102,132102,121409,137772,143473,193332,182303,182303
475,E079,Acharya Institute of Technology  Bangalore,Acharya Institute of Technology  Bangalore [E079],Bio Technology,Bio Technology [BT],"Hessarghatta Road,Bengaluru",Bengaluru,BT,0,0,0,173551,0,0,0,0,0,172509,0,0,0,0,0,115040,0,0,185051,0,0,0,0,0,161537,0,0,173551,173551,0,0,172509,172509,0,0,115040,115040,185051,185051,0,0
142,E015,Dr.T.Thimmaiah Institute of Technology  BANGARAPET -TQ kolar District,Dr.T.Thimmaiah Institute of Technology  BANGARAPET -TQ kolar District [E015],Electronics and Communication Engineering,Electronics and Communication Engineering [EC],"KGF,Kolar",Kolar,EC,151700,0,0,183265,0,0,137126,0,0,136959,0,0,0,0,0,133831,0,194133,169560,0,0,187563,0,0,161767,151700,151700,183265,183265,137126,137126,136959,136959,0,0,133831,194133,169560,169560,187563,187563
158,E016,Siddaganga Institute of Technology  Tumkur,Siddaganga Institute of Technology  Tumkur [E016],Mechanical Engineering,Mechanical Engineering [ME],"Bangalore - Honnavar Rd,Tumakuru",Tumakuru,ME,164784,0,0,168403,196640,191780,109435,0,0,154159,0,0,164592,0,173842,105077,184256,126374,194684,0,0,170383,0,0,161877,164784,164784,168403,196640,109435,109435,154159,154159,164592,173842,105077,184256,194684,194684,170383,170383
62,E007,Dayananda Sagar College of Engineering  Bangalore,Dayananda Sagar College of Engineering  Bangalore [E007],Civil Engineering,Civil Engineering [CE],"Kumaraswamy Layout, Bengaluru",Bengaluru,CE,198071,0,0,191864,0,0,132942,0,0,151181,0,0,135768,0,0,122287,0,160994,168568,0,0,195737,0,0,161934,198071,198071,191864,191864,132942,132942,151181,151181,135768,135768,122287,160994,168568,168568,195737,195737
1086,E186,"ACS College of Engineering  Kengeri Hobli,Bangalore","ACS College of Engineering  Kengeri Hobli,Bangalore [E186]",Aeronautical Engineering,Aeronautical Engineering [AE],"Kengeri Hobli,Bengaluru",Bengaluru,AE,166532,0,0,181519,0,0,155503,0,199538,194036,0,0,143357,0,0,119657,123111,136404,202830,0,0,161830,0,0,162210,166532,166532,181519,181519,155503,199538,194036,194036,143357,143357,119657,136404,202830,202830,161830,161830
1234,E220,Alliance University  Bangalore,Alliance University  Bangalore [E220],B TECH IN ELECTRICAL & ELECTRONICS ENGINEERING,B TECH IN ELECTRICAL & ELECTRONICS ENGINEERING [BJ],"Anekal, Bengaluru",Bengaluru,BJ,0,0,0,177820,0,0,0,0,0,0,0,0,0,0,0,143647,0,0,0,0,0,165166,0,0,162211,0,0,177820,177820,0,0,0,0,0,0,143647,143647,0,0,165166,165166
17,E004,Dr. Ambedkar Institute Of Technology  Bangalore,Dr. Ambedkar Institute Of Technology  Bangalore [E004],Civil Engineering,Civil Engineering [CE],"Near Gnana Bharathi, Bengaluru",Bengaluru,CE,177914,0,0,150060,0,198805,169272,0,0,150413,0,0,152038,0,157959,125360,142751,141647,179911,0,0,201395,0,0,162293,177914,177914,150060,198805,169272,169272,150413,150413,152038,157959,125360,142751,179911,179911,201395,201395
443,E071,Vidya Vardhaka College of Engineering  Mysuru,Vidya Vardhaka College of Engineering  Mysuru [E071],Mechanical Engineering,Mechanical Engineering [ME],"Gokulam, Mysore",Mysore,ME,157207,0,0,183607,0,0,196645,0,0,180891,0,0,133098,0,0,118060,119902,152952,197562,0,0,189636,0,0,162956,157207,157207,183607,183607,196645,196645,180891,180891,133098,133098,118060,152952,197562,197562,189636,189636
1422,E287,Vidyashilp University  Bangalore,Vidyashilp University  Bangalore [E287],B TECH  (HONS) COMP SCI AND ENGG(DATA SCIENCE),B TECH  (HONS) COMP SCI AND ENGG(DATA SCIENCE) [BF],Bengaluru,Bengaluru,BF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163171,0,0,0,0,0,0,0,0,163171,0,0,0,0,0,0,0,0,0,0,163171,163171,0,0,0,0
1109,E191,Akshaya Institute of Technology  Tumkur,Akshaya Institute of Technology  Tumkur [E191],Electronics and Communication Engineering,Electronics and Communication Engineering [EC],Tumakuru,Tumakuru,EC,0,0,0,186148,0,0,0,0,0,0,0,0,0,0,0,137003,157649,0,174335,0,180806,143568,0,0,163251,0,0,186148,186148,0,0,0,0,0,0,137003,157649,174335,180806,143568,143568
222,E033,Sri Taralabalu Jagadguru Institute of Technology.  Ranebennur,Sri Taralabalu Jagadguru Institute of Technology.  Ranebennur [E033],Electronics and Communication Engineering,Electronics and Communication Engineering [EC],"P.B. Road, Ranebennur, Haveri",Haveri,EC,0,0,0,157417,0,193051,0,0,0,0,0,0,0,0,0,139281,0,162422,164472,0,0,0,0,0,163328,0,0,157417,193051,0,0,0,0,0,0,139281,162422,164472,164472,0,0
990,E167,"K L E Ss K L E College of Engineering and Technology  Chikkodi, Belgaum Dist.","K L E Ss K L E College of Engineering and Technology  Chikkodi, Belgaum Dist. [E167]",Civil Engineering,Civil Engineering [CE],"Chikkodi, Belgaum",Belgaum,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163753,0,0,0,0,0,0,0,0,163753,0,0,0,0,0,0,0,0,0,0,163753,163753,0,0,0,0
465,E078,The Oxford College of Engineering  Bangalore,The Oxford College of Engineering  Bangalore [E078],Bio Technology,Bio Technology [BT],"Hosur Road, Bengaluru",Bengaluru,BT,168990,0,0,173638,0,0,0,0,0,161940,0,0,158100,0,0,147966,0,157623,158551,0,0,184149,0,0,163869,168990,168990,173638,173638,0,0,161940,161940,158100,158100,147966,157623,158551,158551,184149,184149
1266,E232,Reva University  Bangalore,Reva University  Bangalore [E232],B TECH IN MECHANICAL ENGINEERING,B TECH IN MECHANICAL ENGINEERING [DB],"Yelahanka, Bengaluru",Bengaluru,DB,160123,0,0,145900,0,0,0,0,0,190339,0,0,148107,0,0,130631,134207,200093,201630,0,0,0,0,0,163878,160123,160123,145900,145900,0,0,190339,190339,148107,148107,130631,200093,201630,201630,0,0
1033,E174,"Dr. Sri. Sri. Sri. Shivakumara Mahaswamyji College of Engineering  Bangalore Rural -Dist,","Dr. Sri. Sri. Sri. Shivakumara Mahaswamyji College of Engineering  Bangalore Rural -Dist, [E174]",Information Science and Engineering,Information Science and Engineering [IE],"Kammasandra, Bengaluru Rural",Bengaluru Rural,IE,158661,0,0,175869,0,0,0,0,0,0,0,0,0,0,0,150220,0,152339,182620,0,0,0,0,0,163941,158661,158661,175869,175869,0,0,0,0,0,0,150220,152339,182620,182620,0,0
951,E159,Karavali Institute of Technology  Mangalore,Karavali Institute of Technology  Mangalore [E159],Computers Science And Engineering,Computers Science And Engineering [CS],"Mangalore, Dakshina Kannada",Dakshina Kannada,CS,151791,0,0,159348,0,0,0,0,0,0,0,177241,158062,0,168694,147714,149752,160325,181025,0,0,187660,0,0,164161,151791,151791,159348,159348,0,0,177241,177241,158062,168694,147714,160325,181025,181025,187660,187660
149,E016,Siddaganga Institute of Technology  Tumkur,Siddaganga Institute of Technology  Tumkur [E016],Civil Engineering,Civil Engineering [CE],"Bangalore - Honnavar Rd,Tumakuru",Tumakuru,CE,0,0,0,200454,0,0,184224,0,0,0,0,0,143804,0,0,105892,113122,189707,180338,0,196103,0,0,0,164205,0,0,200454,200454,184224,184224,0,0,143804,143804,105892,189707,180338,196103,0,0
1448,E300,"AKASH INTITUTE OF ENGINEERING AND TECHNOLOGY  KASABA HOBLI, BANGALORE RURAL","AKASH INTITUTE OF ENGINEERING AND TECHNOLOGY  KASABA HOBLI, BANGALORE RURAL [E300]",Computer Science Engineering-Cyber Security,Computer Science Engineering-Cyber Security [CY],Bengaluru Rural,Bengaluru Rural,CY,0,0,0,188987,0,0,0,0,0,0,0,0,0,0,145719,141411,0,0,181365,0,0,0,0,0,164370,0,0,188987,188987,0,0,0,0,145719,145719,141411,141411,181365,181365,0,0
739,E120,Jnanavikasa Institute of Technology  Ramanagar-Dist,Jnanavikasa Institute of Technology  Ramanagar-Dist [E120],Information Science and Engineering,Information Science and Engineering [IE],Ramanagara,Ramanagara,IE,147525,0,0,168310,0,0,142998,0,0,0,0,0,189069,0,0,138346,0,165519,202443,0,0,0,0,0,164887,147525,147525,168310,168310,142998,142998,0,0,189069,189069,138346,165519,202443,202443,0,0
1275,E235,M.S. Ramaiah University of Applied Sciences  Bangalore,M.S. Ramaiah University of Applied Sciences  Bangalore [E235],B TECH IN CIVIL ENGINEERING,B TECH IN CIVIL ENGINEERING [BP],"New BEL Rd, MSR Nagar, Bengaluru",Bengaluru,BP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164928,0,0,0,0,0,0,0,0,164928,0,0,0,0,0,0,0,0,0,0,164928,164928,0,0,0,0
461,E077,Vidya Vikas Institute of Engineering and Technology  Mysuru,Vidya Vikas Institute of Engineering and Technology  Mysuru [E077],Electrical And Electronics Engineering,Electrical And Electronics Engineering [EE],"Alanahally, Mysore",Mysore,EE,166613,0,0,181042,0,0,0,0,0,157380,0,0,167747,0,0,143477,0,155525,168589,0,181914,165764,0,0,165339,166613,166613,181042,181042,0,0,157380,157380,167747,167747,143477,155525,168589,181914,165764,165764
380,E059,P D A College of Engineering  Gulbarga,P D A College of Engineering  Gulbarga [E059],Mechanical Engineering,Mechanical Engineering [ME],"Shambhognlli, Gulbarga",Gulbarga,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165673,0,0,0,0,0,0,0,0,165673,0,0,0,0,0,0,0,0,0,0,165673,165673,0,0,0,0
1240,E221,"Biluru Gurubasava Mahaswamiji Institute of Technology  Mudhol,Bagalkot- Dist","Biluru Gurubasava Mahaswamiji Institute of Technology  Mudhol,Bagalkot- Dist [E221]",Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning [AI],"Mudhol,Bagalkot",Bagalkot,AI,0,0,0,163762,0,0,168358,0,0,174364,0,0,163075,0,0,156213,0,165403,168885,0,0,0,0,0,165722,0,0,163762,163762,168358,168358,174364,174364,163075,163075,156213,165403,168885,168885,0,0
1209,E211,"Jain Institute of Technology  Cross,Davanagere","Jain Institute of Technology  Cross,Davanagere [E211]",Electrical And Electronics Engineering,Electrical And Electronics Engineering [EE],Davanagere,Davanagere,EE,163085,0,0,163518,0,0,0,0,0,0,0,0,161920,0,0,161389,0,0,180874,0,0,0,0,0,166157,163085,163085,163518,163518,0,0,0,0,161920,161920,161389,161389,180874,180874,0,0
996,E168,"Amrutha Institute of Engineering and Mangement  Bidadi Indust. Estate,Ban'lore","Amrutha Institute of Engineering and Mangement  Bidadi Indust. Estate,Ban'lore [E168]",Electronics and Communication Engineering,Electronics and Communication Engineering [EC],"Bidadi,Bengaluru",Bengaluru,EC,165370,0,0,173582,0,0,0,0,0,159465,0,0,157862,0,0,144292,167430,0,197190,0,0,0,0,0,166455,165370,165370,173582,173582,0,0,159465,159465,157862,157862,144292,167430,197190,197190,0,0
1462,E303,"G M UNIVERSITY  KARUR VILLAGE, DAVANGERE","G M UNIVERSITY  KARUR VILLAGE, DAVANGERE [E303]",B TECH IN COMPUTER SCIENCE (DATA SCIENCE),B TECH IN COMPUTER SCIENCE (DATA SCIENCE) [LD],Davanagere,Davanagere,LD,0,0,0,200572,0,0,160338,0,0,0,0,0,155355,0,0,151299,0,0,0,0,0,0,0,0,166891,0,0,200572,200572,160338,160338,0,0,155355,155355,151299,151299,0,0,0,0
1395,E274,"Government Engineering College  Moselehosahalli,Hassan","Government Engineering College  Moselehosahalli,Hassan [E274]",Electrical And Electronics Engineering,Electrical And Electronics Engineering [EE],"Moselehosahalli,Hassan",Hassan,EE,173383,0,0,203133,0,0,0,0,0,140930,0,0,158682,0,0,140822,162575,160990,171788,0,0,193262,0,0,167285,173383,173383,203133,203133,0,0,140930,140930,158682,158682,140822,162575,171788,171788,193262,193262
233,E034,Sri Dharmasthala Manjunatheswara College of Engineering  Dharwad,Sri Dharmasthala Manjunatheswara College of Engineering  Dharwad [E034],Mechanical Engineering,Mechanical Engineering [ME],"Dhavalagiri, Dharwad",Dharwad,ME,0,0,0,190927,0,0,144962,0,0,168845,0,0,152450,0,0,141570,178314,181602,184846,0,0,164700,0,0,167579,0,0,190927,190927,144962,144962,168845,168845,152450,152450,141570,181602,184846,184846,164700,164700
861,E145,"Rajarajeswari College of Engineering  Kumbalagodu,Bangalore","Rajarajeswari College of Engineering  Kumbalagodu,Bangalore [E145]",Electrical And Electronics Engineering,Electrical And Electronics Engineering [EE],"Kumbalagodu, Bengaluru",Bengaluru,EE,190036,0,0,160570,0,0,0,0,0,149703,0,0,0,0,0,130575,0,174673,200363,0,0,0,0,0,167653,190036,190036,160570,160570,0,0,149703,149703,0,0,130575,174673,200363,200363,0,0
1307,E239,"East West College of Engineering  Yelahanka New Town, Bangalore","East West College of Engineering  Yelahanka New Town, Bangalore [E239]",Aeronautical Engineering,Aeronautical Engineering [AE],"Yelahanka,Bengaluru",Bengaluru,AE,0,0,0,176084,0,0,143089,0,0,193522,0,0,162186,0,0,137935,142239,195372,182908,0,0,177105,0,0,167826,0,0,176084,176084,143089,143089,193522,193522,162186,162186,137935,195372,182908,182908,177105,177105
7,E002,S K S J T Institute of Engineering.  Bangalore,S K S J T Institute of Engineering.  Bangalore [E002],Civil Engineering,Civil Engineering [CE],"Sampangi Rama Nagar, Bengaluru",Bengaluru,CE,0,0,0,180953,0,0,183004,0,0,148299,0,0,147143,0,194825,138512,0,161691,174982,0,0,183936,0,0,168149,0,0,180953,180953,183004,183004,148299,148299,147143,194825,138512,161691,174982,174982,183936,183936
137,E014,S J C Institute of Technology  Chickballapur,S J C Institute of Technology  Chickballapur [E014],Mechanical Engineering,Mechanical Engineering [ME],"BB Rd, Chikkaballapur",Chikkaballapur,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168153,0,0,0,0,0,0,0,0,168153,0,0,0,0,0,0,0,0,0,0,168153,168153,0,0,0,0
1406,E279,Visvesvaraya Technological University  Belgaum,Visvesvaraya Technological University  Belgaum [E279],Robotics and Automation,Robotics and Automation [RA],Belgaum,Belgaum,RA,0,0,0,180133,0,0,0,0,0,0,0,0,133632,0,0,133591,166184,162546,202597,0,0,198828,0,0,168215,0,0,180133,180133,0,0,0,0,133632,133632,133591,166184,202597,202597,198828,198828
24,E004,Dr. Ambedkar Institute Of Technology  Bangalore,Dr. Ambedkar Institute Of Technology  Bangalore [E004],Mechanical Engineering,Mechanical Engineering [ME],"Near Gnana Bharathi, Bengaluru",Bengaluru,ME,168108,0,0,201605,0,0,172312,0,0,147700,0,0,169259,0,0,131571,141189,135503,189841,0,192619,202565,0,0,168388,168108,168108,201605,201605,172312,172312,147700,147700,169259,169259,131571,141189,189841,192619,202565,202565
109,E011,M V J College of Engineering  Bangalore,M V J College of Engineering  Bangalore [E011],Aero Space Engineering,Aero Space Engineering [SE],"Kadugodi, Bengaluru",Bengaluru,SE,152877,0,0,190956,0,0,0,0,0,0,0,0,134602,0,0,130418,0,193567,189765,0,0,191552,0,0,169105,152877,152877,190956,190956,0,0,0,0,134602,134602,130418,193567,189765,189765,191552,191552
1103,E189,"Navkis College of Engineering (Formerly NDRKIT)  Kandali, Hassan","Navkis College of Engineering (Formerly NDRKIT)  Kandali, Hassan [E189]",Civil Engineering,Civil Engineering [CE],"Kandali, Hassan",Hassan,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169515,0,0,0,0,0,0,0,0,169515,0,0,0,0,0,0,0,0,0,0,169515,169515,0,0,0,0
568,E095,AMC Engineering College  Bangalore,AMC Engineering College  Bangalore [E095],Mechanical Engineering,Mechanical Engineering [ME],"Bannerghatta Main Rd, Bengaluru",Bengaluru,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169882,0,0,0,0,0,0,0,0,169882,0,0,0,0,0,0,0,0,0,0,169882,169882,0,0,0,0
1094,E186,"ACS College of Engineering  Kengeri Hobli,Bangalore","ACS College of Engineering  Kengeri Hobli,Bangalore [E186]",Aero Space Engineering,Aero Space Engineering [SE],"Kengeri Hobli,Bengaluru",Bengaluru,SE,0,0,0,183452,0,0,192632,0,0,0,0,0,0,0,0,133150,0,0,150943,0,202957,157699,0,0,170138,0,0,183452,183452,192632,192632,0,0,0,0,133150,133150,150943,202957,157699,157699
1226,E213,Lingarajappa Engineering College  Bidar,Lingarajappa Engineering College  Bidar [E213],Electronics and Communication Engineering,Electronics and Communication Engineering [EC],Bidar,Bidar,EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170715,0,0,0,0,0,0,0,0,170715,0,0,0,0,0,0,0,0,0,0,170715,170715,0,0,0,0
795,E130,Shridevi Institute of Engineering and Technology  Tumkur,Shridevi Institute of Engineering and Technology  Tumkur [E130],Electrical And Electronics Engineering,Electrical And Electronics Engineering [EE],Tumakuru,Tumakuru,EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170832,0,0,0,0,0,0,0,0,170832,0,0,0,0,0,0,0,0,0,0,170832,170832,0,0,0,0
431,E070,"Bahubali College of Engineering  Hassan Dist,","Bahubali College of Engineering  Hassan Dist, [E070]",Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning [AI],"Gommatanagar,Hassan",Hassan,AI,0,0,0,0,0,0,151318,0,0,154296,0,202516,0,0,0,150253,0,0,196945,0,0,0,0,0,171065,0,0,0,0,151318,151318,154296,202516,0,0,150253,150253,196945,196945,0,0
201,E028,Tontadarya College of Engineering  Gadag,Tontadarya College of Engineering  Gadag [E028],Agriculture Engineering,Agriculture Engineering [EA],"Kalyan Nagar, Gadag",Gadag,EA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161368,188302,0,164229,0,0,0,0,0,171299,0,0,0,0,0,0,0,0,0,0,161368,188302,164229,164229,0,0
488,E081,H M S Institute of Technology  Tumkur,H M S Institute of Technology  Tumkur [E081],Information Science and Engineering,Information Science and Engineering [IE],"Kyathasandra,Tumakuru",Tumakuru,IE,0,0,0,195013,0,0,167473,0,0,0,0,0,0,0,0,141640,0,0,154840,192772,170940,177355,0,0,171433,0,0,195013,195013,167473,167473,0,0,0,0,141640,141640,154840,192772,177355,177355
123,E013,Ghousia Engineering College  Ramanagara,Ghousia Engineering College  Ramanagara [E013],Computer Science Engineering-Cyber Security,Computer Science Engineering-Cyber Security [CY],"Vijaya Nagar, Ramanagara",Ramanagara,CY,0,0,0,0,0,0,0,0,0,179215,0,0,0,0,0,138719,0,196596,0,0,0,0,0,0,171510,0,0,0,0,0,0,179215,179215,0,0,138719,196596,0,0,0,0
1188,E207,"VSMs Somashekar R Kothiwale Institute of Technology  Nippani, Belgaum- Dist","VSMs Somashekar R Kothiwale Institute of Technology  Nippani, Belgaum- Dist [E207]",Civil Engineering,Civil Engineering [CE],"Nippani, Belgaum",Belgaum,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171516,0,0,0,0,0,0,0,0,0,171516,0,0,0,0,0,0,0,0,171516,171516,0,0,0,0,0,0
1073,E184,C Byre Gowda Institute of Technology  Kolar,C Byre Gowda Institute of Technology  Kolar [E184],Artificial Intelligence and Machine Learning,Artificial Intelligence and Machine Learning [AI],Kolar,Kolar,AI,0,0,0,168835,0,0,155027,0,0,174223,0,0,181507,0,0,152652,0,173073,191018,0,0,176333,0,0,171583,0,0,168835,168835,155027,155027,174223,174223,181507,181507,152652,173073,191018,191018,176333,176333
484,E081,H M S Institute of Technology  Tumkur,H M S Institute of Technology  Tumkur [E081],Civil Engineering,Civil Engineering [CE],"Kyathasandra,Tumakuru",Tumakuru,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171648,0,0,0,0,0,0,0,0,171648,0,0,0,0,0,0,0,0,0,0,171648,171648,0,0,0,0
910,E152,"S D M Institute of Tech.  Ujire,Dakshina Kannada","S D M Institute of Tech.  Ujire,Dakshina Kannada [E152]",Electrical And Electronics Engineering,Electrical And Electronics Engineering [EE],"Ujire,Dakshina Kannada",Dakshina Kannada,EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171721,0,0,0,0,0,0,0,0,171721,0,0,0,0,0,0,0,0,0,0,171721,171721,0,0,0,0
664,E108,Sapthagiri College of Engineering  Bangalore,Sapthagiri College of Engineering  Bangalore [E108],Bio Technology,Bio Technology [BT],"Hesarghatta Main Rd, Bengaluru",Bengaluru,BT,0,0,0,153213,0,0,154810,0,0,202411,0,0,0,0,0,145955,0,191521,183276,0,0,0,0,0,171864,0,0,153213,153213,154810,154810,202411,202411,0,0,145955,191521,183276,183276,0,0
513,E086,"Sri Sairam College of Engineering(Formerly Shirdi Sai Engg)  Anekal,Bangalore","Sri Sairam College of Engineering(Formerly Shirdi Sai Engg)  Anekal,Bangalore [E086]",Electrical And Electronics Engineering,Electrical And Electronics Engineering [EE],"Anekal,Bengaluru",Bengaluru,EE,0,0,0,0,0,0,0,0,0,164348,0,0,0,0,0,150384,0,155498,189708,0,0,199394,0,0,171866,0,0,0,0,0,0,164348,164348,0,0,150384,155498,189708,189708,199394,199394
825,E136,Moodalakatte Institute of Technology  Udupi District,Moodalakatte Institute of Technology  Udupi District [E136],Electronics and Communication Engineering,Electronics and Communication Engineering [EC],Udupi,Udupi,EC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171879,0,0,0,0,0,0,0,0,171879,0,0,0,0,0,0,0,0,0,0,171879,171879,0,0,0,0
1249,E225,S.J.B School of Architecture and Planning  Bangalore,S.J.B School of Architecture and Planning  Bangalore [E225],DESIGN,DESIGN [DG],Bengaluru,Bengaluru,DG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171952,0,0,0,0,0,0,0,0,171952,0,0,0,0,0,0,0,0,0,0,171952,171952,0,0,0,0
1304,E238,Mysuru Royal Institute of Technology  Mandya (D),Mysuru Royal Institute of Technology  Mandya (D) [E238],Electronics and Communication Engineering,Electronics and Communication Engineering [EC],Mandya,Mandya,EC,0,0,0,0,0,0,0,0,0,0,0,0,156807,0,0,155693,0,176620,201504,0,0,169493,0,0,172023,0,0,0,0,0,0,0,0,156807,156807,155693,176620,201504,201504,169493,169493
1151,E201,"Gopalan College of Engineering and Management  White Field, Bangalore","Gopalan College of Engineering and Management  White Field, Bangalore [E201]",Mechanical Engineering,Mechanical Engineering [ME],"White field,Bengaluru",Bengaluru,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172247,0,0,0,0,0,0,0,0,172247,0,0,0,0,0,0,0,0,0,0,172247,172247,0,0,0,0
914,E153,S E A College of Engineering and Technology  K R puram bangalore,S E A College of Engineering and Technology  K R puram bangalore [E153],Civil Engineering,Civil Engineering [CE],"K R puram,Bengaluru",Bengaluru,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172260,0,0,0,0,0,0,0,0,172260,0,0,0,0,0,0,0,0,0,0,172260,172260,0,0,0,0
550,E093,"Basavakalyana Engineering College  Basavakalyana, Bidar-Dist","Basavakalyana Engineering College  Basavakalyana, Bidar-Dist [E093]",Mechanical Engineering,Mechanical Engineering [ME],"Basavakalyana, Bidar",Bidar,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172594,0,0,0,0,0,0,0,0,172594,0,0,0,0,0,0,0,0,0,0,172594,172594,0,0,0,0
346,E055,"P A College of Engineering  Bantwal, Mangalore","P A College of Engineering  Bantwal, Mangalore [E055]",Civil Engineering,Civil Engineering [CE],"Bantwal, Dakshina Kannada",Dakshina Kannada,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172688,0,0,0,0,0,0,0,0,172688,0,0,0,0,0,0,0,0,0,0,172688,172688,0,0,0,0
1367,E260,Nitte School of Architecture  YELAHANKA BANGALORE,Nitte School of Architecture  YELAHANKA BANGALORE [E260],Planning,Planning [UP],"Yelahanka,Bengaluru",Bengaluru,UP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150356,0,0,195729,0,0,0,0,0,173042,0,0,0,0,0,0,0,0,0,0,150356,150356,195729,195729,0,0
1439,E297,"ADITYA COLLEGE OF ENGINEERING AND TECHNOLOGY  YELAHANKA, BANGALORE","ADITYA COLLEGE OF ENGINEERING AND TECHNOLOGY  YELAHANKA, BANGALORE [E297]",Electronics and Communication Engineering,Electronics and Communication Engineering [EC],Bengaluru,Bengaluru,EC,164049,0,0,177854,0,0,0,0,0,174373,0,0,0,0,0,154212,174052,0,194958,0,0,0,0,0,173249,164049,164049,177854,177854,0,0,174373,174373,0,0,154212,174052,194958,194958,0,0
295,E044,Bheemanna Khandre Institute of Technology  Bhalki,Bheemanna Khandre Institute of Technology  Bhalki [E044],Mechanical Engineering,Mechanical Engineering [ME],"Bhalki, Bidar",Bidar,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173471,0,0,0,0,0,0,0,0,173471,0,0,0,0,0,0,0,0,0,0,173471,173471,0,0,0,0
936,E157,Government Engineering College  Ramanagara,Government Engineering College  Ramanagara [E157],Mechanical and Smart Manufacturing,Mechanical and Smart Manufacturing [MM],Ramanagara,Ramanagara,MM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173481,0,0,0,0,0,0,0,0,173481,0,0,0,0,0,0,0,0,0,0,173481,173481,0,0,0,0
